Job No,Date,Client,Type Of Txn,Filmed By,Antenna,Location,Satellite,Txp,Sat Charges Paid,Sat Provider,Duration,Pricing,Engineer2,Comments,Guest / Reporter,Studio,Camera,Guest fee,Duration_in_minutes
6169,05-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6170,05-Nov-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,35
6171,05-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
6172,05-Nov-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,0:15,30,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6173,05-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6174,05-Nov-22,pmp,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:15,36,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6175,05-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6176,05-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6177,05-Nov-22,russian today,renting 4g,Cameraman,Aviwest,Assigned Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,9:30,350,No Engineer needed,Comment,Guest / Reporter,No Studio,,No Payment,570
6179,05-Nov-22,alghad tv,renting 4g,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 1,Client,No Sat Provider,5:30,500,No Engineer needed,No Comment,Guest / Reporter,No Studio,,No Payment,330
6180,05-Nov-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
6181,05-Nov-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
6182,05-Nov-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
6183,05-Nov-22,alghad tv,internet consumption,Cameraman,FLW,Assigned Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,25,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
6184,05-Nov-22,ap gms,other txn,Cameraman,FLW,Assigned Location,E10A,B2,Client,No Sat Provider,0:30,850,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,30
6185,06-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,15
6186,06-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6187,06-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),,Payment,15
6188,06-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
6189,06-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:35,56,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,35
6190,06-Nov-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,0:20,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6191,06-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
6192,06-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6193,06-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
6194,07-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6196,07-Nov-22,alghad tv,tape feed transmission,NO Cameraman,FLW,NO Specific Location,E21B,Other Txp,Client,No Sat Provider,0:25,385,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
6197,07-Nov-22,trt arabic,guest fee,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,265,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,15
6198,07-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
6199,07-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
6200,07-Nov-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,0:15,30,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6201,07-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6202,07-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6203,07-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
6204,08-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,20
6205,08-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6206,08-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:40,260,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
6207,08-Nov-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
6209,08-Nov-22,abu dhabi tv,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,275,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
6210,08-Nov-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:30,500,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,30
6211,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6212,08-Nov-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,0:15,30,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6213,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6214,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6215,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6216,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6217,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6218,08-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,45
6219,09-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,1:00,850,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,60
6220,09-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,35
6222,09-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
6225,09-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
6226,09-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
6227,09-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6228,09-Nov-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,35
6229,09-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6230,10-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,20
6231,10-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
6232,10-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6233,10-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
6234,10-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6237,10-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6239,10-Nov-22,trt arabic,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,120,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
6240,10-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
6245,10-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Canon C305,Payment,15
6246,10-Nov-22,abu dhabi tv,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,275,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
6247,10-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
6248,10-Nov-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:45,725,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,45
6249,10-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:40,260,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
6250,10-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:25,230,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,25
6251,10-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
6252,10-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
6253,10-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
6255,11-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6256,11-Nov-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
6257,11-Nov-22,other,other txn,NO Cameraman,DownLink Dish,NO Specific Location,E7B,Other Slots,Client,No Sat Provider,2:10,100,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,130
6259,11-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X190,Payment,15
6263,11-Nov-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
6264,11-Nov-22,yemen live tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,45
6265,11-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
6266,11-Nov-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,0:50,100,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6267,11-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,45
6268,12-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
6269,12-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
6270,12-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6271,12-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6272,12-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6273,12-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
6275,12-Nov-22,abu dhabi tv,live studio transmission,Cameraman,VPS,NO Specific Location,HELLASAT,Other Txp,Client,No Sat Provider,0:15,175,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6276,12-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon C305,No Payment,15
6278,12-Nov-22,ap mes,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,250,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
6279,12-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
6280,12-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
6281,12-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X320,Payment,20
6282,12-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,1(6thfloor),,Payment,20
6283,12-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6284,12-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:30,48,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,30
6285,12-Nov-22,shehab,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,1:40,190,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,100
6286,12-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6287,12-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6288,12-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
6289,12-Nov-22,ap gms,other txn,Cameraman,FLW,Assigned Location,E10A,B2,Client,No Sat Provider,0:20,850,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,20
6290,13-Nov-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
6291,13-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,20
6292,13-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
6294,13-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6296,13-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,20
6297,13-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6298,13-Nov-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:25,300,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,25
6299,13-Nov-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6300,13-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,4(4thfloor),,Payment,15
6301,13-Nov-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 1,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
6302,13-Nov-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:35,350,Engineer,Comment,Guest / Reporter,6(3rdfloor),,Payment,35
6303,13-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
6304,13-Nov-22,shehab,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,1:00,100,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,60
6305,13-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,45
6306,13-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:50,80,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,50
6307,13-Nov-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,45
6308,14-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),,No Payment,20
6309,14-Nov-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
6311,14-Nov-22,lbc,live position transmission,NO Cameraman,Link,NO Specific Location,LINK,Link,Client,No Sat Provider,0:25,180,Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,25
6312,14-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
6313,14-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:20,140,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
6314,14-Nov-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:30,500,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,30
6315,14-Nov-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:30,500,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,30
6317,14-Nov-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:40,260,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,40
6318,14-Nov-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
